ano;regiao;uf;local_obito;faixa_etaria;sexo;quant_obitos;quant_populacao
2020;Norte;AP;HOSPITAL;70 - 79;M;124;877613
2020;Norte;AP;HOSPITAL;80 - 89;F;61;877613
2020;Norte;AP;HOSPITAL;80 - 89;M;82;877613
2020;Norte;AP;HOSPITAL;90 - 99;F;21;877613
2020;Norte;AP;HOSPITAL;90 - 99;M;22;877613
2020;Norte;AP;HOSPITAL;< 9;M;2;877613
2020;Norte;AP;HOSPITAL;> 100;F;3;877613
2020;Norte;AP;HOSPITAL;> 100;M;1;877613
2020;Norte;AP;HOSPITAL;N/I;M;3;877613
2020;Norte;AP;IGNORADO;40 - 49;M;2;877613
2020;Norte;AP;IGNORADO;50 - 59;M;1;877613
2020;Norte;AP;IGNORADO;60 - 69;M;1;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;20 - 29;F;1;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;40 - 49;F;1;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;40 - 49;M;8;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;50 - 59;F;1;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;50 - 59;M;8;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;60 - 69;F;4;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;60 - 69;M;7;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;70 - 79;F;3;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;70 - 79;M;10;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;80 - 89;F;6;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;80 - 89;M;7;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;90 - 99;F;1;877613
2020;Norte;AP;OUTROS_SERVICOS_SAUDE;> 100;M;1;877613
2020;Norte;AP;POSTO_SAUDE;50 - 59;F;3;877613
2020;Norte;AP;POSTO_SAUDE;50 - 59;M;1;877613
2020;Norte;AP;POSTO_SAUDE;60 - 69;F;1;877613
2020;Norte;AP;POSTO_SAUDE;60 - 69;M;3;877613
2020;Norte;AP;POSTO_SAUDE;70 - 79;F;2;877613
2020;Norte;AP;POSTO_SAUDE;70 - 79;M;4;877613
2020;Norte;AP;POSTO_SAUDE;80 - 89;M;1;877613
2020;Norte;AP;POSTO_SAUDE;90 - 99;M;1;877613
2020;Norte;AP;VIA_PUBLICA;40 - 49;F;1;877613
2020;Norte;AP;VIA_PUBLICA;50 - 59;M;1;877613
2020;Norte;PA;DOMICILIO;20 - 29;F;1;8777124
2020;Norte;PA;DOMICILIO;20 - 29;M;1;8777124
2020;Norte;PA;DOMICILIO;30 - 39;F;3;8777124
2020;Norte;PA;DOMICILIO;30 - 39;M;3;8777124
2020;Norte;PA;DOMICILIO;40 - 49;F;3;8777124
2020;Norte;PA;DOMICILIO;40 - 49;M;6;8777124
2020;Norte;PA;DOMICILIO;50 - 59;F;7;8777124
2020;Norte;PA;DOMICILIO;50 - 59;M;13;8777124
2020;Norte;PA;DOMICILIO;60 - 69;F;15;8777124
2020;Norte;PA;DOMICILIO;60 - 69;M;31;8777124
2020;Norte;PA;DOMICILIO;70 - 79;F;19;8777124
2020;Norte;PA;DOMICILIO;70 - 79;M;30;8777124
2020;Norte;PA;DOMICILIO;80 - 89;F;21;8777124
2020;Norte;PA;DOMICILIO;80 - 89;M;36;8777124
2020;Norte;PA;DOMICILIO;90 - 99;F;8;8777124
2020;Norte;PA;DOMICILIO;90 - 99;M;12;8777124
2020;Norte;PA;DOMICILIO;< 9;F;2;8777124
2020;Norte;PA;DOMICILIO;> 100;F;2;8777124
2020;Norte;PA;DOMICILIO;N/I;F;1;8777124
2020;Norte;PA;DOMICILIO;N/I;M;1;8777124
2020;Norte;PA;HOSPITAL;10 - 19;F;13;8777124
2020;Norte;PA;HOSPITAL;10 - 19;M;9;8777124
2020;Norte;PA;HOSPITAL;20 - 29;F;27;8777124
2020;Norte;PA;HOSPITAL;20 - 29;M;41;8777124
2020;Norte;PA;HOSPITAL;30 - 39;F;66;8777124
2020;Norte;PA;HOSPITAL;30 - 39;M;92;8777124
2020;Norte;PA;HOSPITAL;40 - 49;F;114;8777124
2020;Norte;PA;HOSPITAL;40 - 49;M;223;8777124
2020;Norte;PA;HOSPITAL;50 - 59;F;187;8777124
2020;Norte;PA;HOSPITAL;50 - 59;M;434;8777124
2020;Norte;PA;HOSPITAL;60 - 69;F;400;8777124
2020;Norte;PA;HOSPITAL;60 - 69;M;718;8777124
2020;Norte;PA;HOSPITAL;70 - 79;F;524;8777124
2020;Norte;PA;HOSPITAL;70 - 79;I;1;8777124
2020;Norte;PA;HOSPITAL;70 - 79;M;961;8777124
2020;Norte;PA;HOSPITAL;80 - 89;F;439;8777124
2020;Norte;PA;HOSPITAL;80 - 89;M;693;8777124
2020;Norte;PA;HOSPITAL;90 - 99;F;169;8777124
2020;Norte;PA;HOSPITAL;90 - 99;M;194;8777124
2020;Norte;PA;HOSPITAL;< 9;F;13;8777124
2020;Norte;PA;HOSPITAL;< 9;M;22;8777124
2020;Norte;PA;HOSPITAL;> 100;F;21;8777124
2020;Norte;PA;HOSPITAL;> 100;M;22;8777124
2020;Norte;PA;HOSPITAL;N/I;F;7;8777124
2020;Norte;PA;HOSPITAL;N/I;I;1;8777124
2020;Norte;PA;HOSPITAL;N/I;M;12;8777124
2020;Norte;PA;IGNORADO;50 - 59;M;2;8777124
2020;Norte;PA;IGNORADO;60 - 69;F;3;8777124
2020;Norte;PA;IGNORADO;60 - 69;M;1;8777124
2020;Norte;PA;IGNORADO;70 - 79;M;1;8777124
2020;Norte;PA;IGNORADO;80 - 89;M;3;8777124
2020;Norte;PA;OUTRO;10 - 19;M;1;8777124
2020;Norte;PA;OUTRO;20 - 29;F;1;8777124
2020;Norte;PA;OUTRO;20 - 29;M;1;8777124
2020;Norte;PA;OUTRO;30 - 39;F;3;8777124
2020;Norte;PA;OUTRO;30 - 39;M;3;8777124
2020;Norte;PA;OUTRO;40 - 49;F;2;8777124
2020;Norte;PA;OUTRO;40 - 49;M;5;8777124
2020;Norte;PA;OUTRO;50 - 59;F;6;8777124
2020;Norte;PA;OUTRO;50 - 59;M;5;8777124
2020;Norte;PA;OUTRO;60 - 69;F;4;8777124
2020;Norte;PA;OUTRO;60 - 69;M;13;8777124
2020;Norte;PA;OUTRO;70 - 79;F;7;8777124
2020;Norte;PA;OUTRO;70 - 79;M;16;8777124
2020;Norte;PA;OUTRO;80 - 89;F;7;8777124
2020;Norte;PA;OUTRO;80 - 89;M;17;8777124
2020;Norte;PA;OUTRO;90 - 99;F;3;8777124
2020;Norte;PA;OUTRO;90 - 99;M;1;8777124
2020;Norte;PA;OUTRO;< 9;M;2;8777124
2020;Norte;PA;OUTRO;> 100;F;1;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;10 - 19;M;1;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;20 - 29;F;1;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;20 - 29;M;1;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;30 - 39;F;3;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;30 - 39;M;4;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;40 - 49;F;10;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;40 - 49;M;11;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;50 - 59;F;8;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;50 - 59;M;27;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;60 - 69;F;27;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;60 - 69;M;45;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;70 - 79;F;26;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;70 - 79;M;64;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;80 - 89;F;30;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;80 - 89;M;44;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;90 - 99;F;6;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;90 - 99;M;19;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;> 100;F;3;8777124
2020;Norte;PA;OUTROS_SERVICOS_SAUDE;> 100;M;1;8777124
2020;Norte;PA;VIA_PUBLICA;30 - 39;M;1;8777124
2020;Norte;PA;VIA_PUBLICA;50 - 59;M;1;8777124
2020;Norte;PA;VIA_PUBLICA;60 - 69;F;2;8777124
2020;Norte;PA;VIA_PUBLICA;60 - 69;M;1;8777124
2020;Norte;PA;VIA_PUBLICA;70 - 79;F;4;8777124
2020;Norte;PA;VIA_PUBLICA;70 - 79;M;4;8777124
2020;Norte;PA;VIA_PUBLICA;80 - 89;F;2;8777124
2020;Norte;PA;VIA_PUBLICA;80 - 89;M;2;8777124
2020;Norte;PA;VIA_PUBLICA;90 - 99;F;2;8777124
2020;Norte;RO;DOMICILIO;20 - 29;M;1;1815278
2020;Norte;RO;DOMICILIO;40 - 49;M;3;1815278
2020;Norte;RO;DOMICILIO;50 - 59;F;3;1815278
2020;Norte;RO;DOMICILIO;50 - 59;M;3;1815278
2020;Norte;RO;DOMICILIO;60 - 69;F;3;1815278
2020;Norte;RO;DOMICILIO;60 - 69;M;6;1815278
2020;Norte;RO;DOMICILIO;70 - 79;F;4;1815278
2020;Norte;RO;DOMICILIO;70 - 79;M;4;1815278
2020;Norte;RO;DOMICILIO;80 - 89;F;2;1815278
2020;Norte;RO;DOMICILIO;80 - 89;M;1;1815278
2020;Norte;RO;DOMICILIO;90 - 99;F;6;1815278
2020;Norte;RO;DOMICILIO;90 - 99;M;8;1815278
2020;Norte;RO;DOMICILIO;< 9;F;1;1815278
2020;Norte;RO;DOMICILIO;> 100;F;2;1815278
2020;Norte;RO;HOSPITAL;10 - 19;F;2;1815278
2020;Norte;RO;HOSPITAL;10 - 19;M;5;1815278
2020;Norte;RO;HOSPITAL;20 - 29;F;7;1815278
2020;Norte;RO;HOSPITAL;20 - 29;M;10;1815278
2020;Norte;RO;HOSPITAL;30 - 39;F;30;1815278
2020;Norte;RO;HOSPITAL;30 - 39;M;36;1815278
2020;Norte;RO;HOSPITAL;40 - 49;F;52;1815278
2020;Norte;RO;HOSPITAL;40 - 49;M;97;1815278
2020;Norte;RO;HOSPITAL;50 - 59;F;95;1815278
2020;Norte;RO;HOSPITAL;50 - 59;M;174;1815278
2020;Norte;RO;HOSPITAL;60 - 69;F;121;1815278
2020;Norte;RO;HOSPITAL;60 - 69;M;232;1815278
2020;Norte;RO;HOSPITAL;70 - 79;F;200;1815278
2020;Norte;RO;HOSPITAL;70 - 79;M;284;1815278
2020;Norte;RO;HOSPITAL;80 - 89;F;135;1815278
2020;Norte;RO;HOSPITAL;80 - 89;M;187;1815278
2020;Norte;RO;HOSPITAL;90 - 99;F;54;1815278
2020;Norte;RO;HOSPITAL;90 - 99;M;60;1815278
2020;Norte;RO;HOSPITAL;< 9;F;8;1815278
2020;Norte;RO;HOSPITAL;< 9;M;6;1815278
2020;Norte;RO;HOSPITAL;> 100;F;3;1815278
2020;Norte;RO;HOSPITAL;> 100;M;1;1815278
2020;Norte;RO;HOSPITAL;N/I;I;1;1815278
2020;Norte;RO;OUTRO;60 - 69;M;1;1815278
2020;Norte;RO;OUTRO;70 - 79;F;1;1815278
2020;Norte;RO;OUTRO;80 - 89;M;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;30 - 39;F;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;30 - 39;M;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;40 - 49;F;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;50 - 59;F;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;50 - 59;M;3;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;60 - 69;F;4;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;60 - 69;M;6;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;70 - 79;F;4;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;70 - 79;M;6;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;80 - 89;F;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;80 - 89;M;1;1815278
2020;Norte;RO;OUTROS_SERVICOS_SAUDE;90 - 99;M;6;1815278
2020;Norte;RO;VIA_PUBLICA;60 - 69;M;2;1815278
2020;Norte;RO;VIA_PUBLICA;70 - 79;F;1;1815278
2020;Norte;RR;DOMICILIO;40 - 49;M;1;652713
2020;Norte;RR;DOMICILIO;50 - 59;F;1;652713
2020;Norte;RR;DOMICILIO;50 - 59;M;3;652713
2020;Norte;RR;DOMICILIO;60 - 69;M;5;652713
2020;Norte;RR;DOMICILIO;70 - 79;F;2;652713
2020;Norte;RR;DOMICILIO;70 - 79;M;3;652713
2020;Norte;RR;DOMICILIO;80 - 89;F;2;652713
2020;Norte;RR;DOMICILIO;80 - 89;M;5;652713
2020;Norte;RR;DOMICILIO;90 - 99;F;1;652713
2020;Norte;RR;DOMICILIO;90 - 99;M;1;652713
2020;Norte;RR;DOMICILIO;< 9;F;1;652713
2020;Norte;RR;HOSPITAL;10 - 19;F;3;652713
2020;Norte;RR;HOSPITAL;10 - 19;M;3;652713
2020;Norte;RR;HOSPITAL;20 - 29;F;7;652713
2020;Norte;RR;HOSPITAL;20 - 29;M;3;652713
2020;Norte;RR;HOSPITAL;30 - 39;F;9;652713
2020;Norte;RR;HOSPITAL;30 - 39;M;22;652713
2020;Norte;RR;HOSPITAL;40 - 49;F;17;652713
2020;Norte;RR;HOSPITAL;40 - 49;M;25;652713
2020;Norte;RR;HOSPITAL;50 - 59;F;31;652713
2020;Norte;RR;HOSPITAL;50 - 59;M;60;652713
2020;Norte;RR;HOSPITAL;60 - 69;F;60;652713
2020;Norte;RR;HOSPITAL;60 - 69;M;105;652713
2020;Norte;RR;HOSPITAL;70 - 79;F;53;652713
2020;Norte;RR;HOSPITAL;70 - 79;M;108;652713
2020;Norte;RR;HOSPITAL;80 - 89;F;45;652713
2020;Norte;RR;HOSPITAL;80 - 89;M;75;652713
2020;Norte;RR;HOSPITAL;90 - 99;F;15;652713
2020;Norte;RR;HOSPITAL;90 - 99;M;28;652713
2020;Norte;RR;HOSPITAL;< 9;F;5;652713
2020;Norte;RR;HOSPITAL;< 9;M;3;652713
2020;Norte;RR;HOSPITAL;> 100;F;3;652713
2020;Norte;RR;HOSPITAL;> 100;M;1;652713
2020;Norte;RR;HOSPITAL;N/I;F;1;652713
2020;Norte;RR;HOSPITAL;N/I;M;1;652713
2020;Norte;RR;IGNORADO;N/I;F;1;652713
2020;Norte;RR;OUTRO;40 - 49;M;2;652713
2020;Norte;RR;OUTRO;80 - 89;M;1;652713
2020;Norte;RR;OUTROS_SERVICOS_SAUDE;60 - 69;F;2;652713
2020;Norte;RR;OUTROS_SERVICOS_SAUDE;60 - 69;M;3;652713
2020;Norte;RR;OUTROS_SERVICOS_SAUDE;70 - 79;F;1;652713
2020;Norte;RR;OUTROS_SERVICOS_SAUDE;80 - 89;M;1;652713
2020;Norte;RR;OUTROS_SERVICOS_SAUDE;90 - 99;F;2;652713
2020;Norte;RR;OUTROS_SERVICOS_SAUDE;90 - 99;M;1;652713
2020;Norte;RR;VIA_PUBLICA;50 - 59;F;1;652713
2020;Norte;RR;VIA_PUBLICA;80 - 89;M;2;652713
2020;Norte;TO;DOMICILIO;20 - 29;F;1;1607363
2020;Norte;TO;DOMICILIO;30 - 39;M;1;1607363
2020;Norte;TO;DOMICILIO;60 - 69;F;1;1607363
2020;Norte;TO;DOMICILIO;60 - 69;M;3;1607363
2020;Norte;TO;DOMICILIO;70 - 79;F;2;1607363
2020;Norte;TO;DOMICILIO;70 - 79;M;7;1607363
2020;Norte;TO;DOMICILIO;80 - 89;F;5;1607363
2020;Norte;TO;DOMICILIO;80 - 89;M;7;1607363
2020;Norte;TO;DOMICILIO;90 - 99;F;1;1607363
2020;Norte;TO;DOMICILIO;90 - 99;M;5;1607363
2020;Norte;TO;HOSPITAL;10 - 19;F;1;1607363
2020;Norte;TO;HOSPITAL;10 - 19;M;2;1607363
2020;Norte;TO;HOSPITAL;20 - 29;F;7;1607363
2020;Norte;TO;HOSPITAL;20 - 29;M;4;1607363
2020;Norte;TO;HOSPITAL;30 - 39;F;11;1607363
2020;Norte;TO;HOSPITAL;30 - 39;M;17;1607363
2020;Norte;TO;HOSPITAL;40 - 49;F;23;1607363
2020;Norte;TO;HOSPITAL;40 - 49;M;32;1607363
2020;Norte;TO;HOSPITAL;50 - 59;F;17;1607363
2020;Norte;TO;HOSPITAL;50 - 59;I;1;1607363
2020;Norte;TO;HOSPITAL;50 - 59;M;84;1607363
2020;Norte;TO;HOSPITAL;60 - 69;F;53;1607363
2020;Norte;TO;HOSPITAL;60 - 69;M;112;1607363
2020;Norte;TO;HOSPITAL;70 - 79;F;77;1607363
2020;Norte;TO;HOSPITAL;70 - 79;M;126;1607363
2020;Norte;TO;HOSPITAL;80 - 89;F;70;1607363
2020;Norte;TO;HOSPITAL;80 - 89;I;1;1607363
2020;Norte;TO;HOSPITAL;80 - 89;M;140;1607363
2020;Norte;TO;HOSPITAL;90 - 99;F;23;1607363
2020;Norte;TO;HOSPITAL;90 - 99;M;29;1607363
2020;Norte;TO;HOSPITAL;< 9;F;1;1607363
2020;Norte;TO;HOSPITAL;> 100;F;1;1607363
2020;Norte;TO;HOSPITAL;> 100;M;4;1607363
2020;Norte;TO;HOSPITAL;N/I;F;2;1607363
2020;Norte;TO;HOSPITAL;N/I;M;2;1607363
2020;Norte;TO;IGNORADO;90 - 99;F;2;1607363
2020;Norte;TO;IGNORADO;> 100;M;1;1607363
2020;Norte;TO;OUTRO;40 - 49;M;1;1607363
2020;Norte;TO;OUTRO;50 - 59;M;2;1607363
2020;Norte;TO;OUTRO;60 - 69;F;2;1607363
2020;Norte;TO;OUTRO;60 - 69;M;1;1607363
2020;Norte;TO;OUTRO;70 - 79;M;1;1607363
2020;Norte;TO;OUTRO;80 - 89;F;2;1607363
2020;Norte;TO;OUTRO;80 - 89;M;1;1607363
2020;Norte;TO;OUTRO;90 - 99;F;1;1607363
2020;Norte;TO;OUTRO;90 - 99;M;1;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;20 - 29;F;1;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;30 - 39;F;1;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;40 - 49;F;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;50 - 59;F;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;50 - 59;M;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;60 - 69;F;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;70 - 79;F;4;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;70 - 79;M;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;80 - 89;F;5;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;80 - 89;M;3;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;90 - 99;F;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;90 - 99;M;2;1607363
2020;Norte;TO;OUTROS_SERVICOS_SAUDE;> 100;F;1;1607363
2020;Norte;TO;VIA_PUBLICA;40 - 49;F;1;1607363
2020;Norte;TO;VIA_PUBLICA;50 - 59;M;2;1607363
2020;Norte;TO;VIA_PUBLICA;70 - 79;F;1;1607363
2020;Norte;TO;VIA_PUBLICA;80 - 89;F;2;1607363
2020;Sudeste;ES;DOMICILIO;20 - 29;M;3;4108508
2020;Sudeste;ES;DOMICILIO;30 - 39;M;3;4108508
2020;Sudeste;ES;DOMICILIO;40 - 49;F;4;4108508
2020;Sudeste;ES;DOMICILIO;40 - 49;M;4;4108508
2020;Sudeste;ES;DOMICILIO;50 - 59;F;9;4108508
2020;Sudeste;ES;DOMICILIO;50 - 59;M;12;4108508
2020;Sudeste;ES;DOMICILIO;60 - 69;F;8;4108508
2020;Sudeste;ES;DOMICILIO;60 - 69;M;14;4108508
2020;Sudeste;ES;DOMICILIO;70 - 79;F;16;4108508
2020;Sudeste;ES;DOMICILIO;70 - 79;M;13;4108508
2020;Sudeste;ES;DOMICILIO;80 - 89;F;7;4108508
2020;Sudeste;ES;DOMICILIO;80 - 89;M;16;4108508
2020;Sudeste;ES;DOMICILIO;90 - 99;F;12;4108508
2020;Sudeste;ES;DOMICILIO;90 - 99;M;7;4108508
2020;Sudeste;ES;DOMICILIO;> 100;F;3;4108508
2020;Sudeste;ES;DOMICILIO;> 100;M;1;4108508
2020;Sudeste;ES;HOSPITAL;10 - 19;F;3;4108508
2020;Sudeste;ES;HOSPITAL;10 - 19;M;5;4108508
2020;Sudeste;ES;HOSPITAL;20 - 29;F;22;4108508
2020;Sudeste;ES;HOSPITAL;20 - 29;M;19;4108508
2020;Sudeste;ES;HOSPITAL;30 - 39;F;62;4108508
2020;Sudeste;ES;HOSPITAL;30 - 39;M;66;4108508
2020;Sudeste;ES;HOSPITAL;40 - 49;F;122;4108508
2020;Sudeste;ES;HOSPITAL;40 - 49;M;162;4108508
2020;Sudeste;ES;HOSPITAL;50 - 59;F;222;4108508
2020;Sudeste;ES;HOSPITAL;50 - 59;M;334;4108508
2020;Sudeste;ES;HOSPITAL;60 - 69;F;418;4108508
2020;Sudeste;ES;HOSPITAL;60 - 69;M;657;4108508
2020;Sudeste;ES;HOSPITAL;70 - 79;F;545;4108508
2020;Sudeste;ES;HOSPITAL;70 - 79;M;787;4108508
2020;Sudeste;ES;HOSPITAL;80 - 89;F;533;4108508
2020;Sudeste;ES;HOSPITAL;80 - 89;I;1;4108508
2020;Sudeste;ES;HOSPITAL;80 - 89;M;629;4108508
2020;Sudeste;ES;HOSPITAL;90 - 99;F;306;4108508
2020;Sudeste;ES;HOSPITAL;90 - 99;M;249;4108508
2020;Sudeste;ES;HOSPITAL;< 9;F;7;4108508
2020;Sudeste;ES;HOSPITAL;< 9;M;8;4108508
2020;Sudeste;ES;HOSPITAL;> 100;F;25;4108508
2020;Sudeste;ES;HOSPITAL;> 100;M;13;4108508
2020;Sudeste;ES;HOSPITAL;N/I;F;5;4108508
2020;Sudeste;ES;HOSPITAL;N/I;M;7;4108508
2020;Sudeste;ES;IGNORADO;90 - 99;M;1;4108508
2020;Sudeste;ES;IGNORADO;N/I;F;2;4108508
2020;Sudeste;ES;IGNORADO;N/I;I;1;4108508
2020;Sudeste;ES;IGNORADO;N/I;M;3;4108508
2020;Sudeste;ES;OUTRO;40 - 49;M;1;4108508
2020;Sudeste;ES;OUTRO;50 - 59;M;2;4108508
2020;Sudeste;ES;OUTRO;60 - 69;F;1;4108508
2020;Sudeste;ES;OUTRO;60 - 69;M;1;4108508
2020;Sudeste;ES;OUTRO;70 - 79;M;1;4108508
2020;Sudeste;ES;OUTRO;80 - 89;F;1;4108508
2020;Sudeste;ES;OUTRO;80 - 89;M;1;4108508
2020;Sudeste;ES;OUTRO;90 - 99;F;2;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;20 - 29;M;1;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;30 - 39;F;2;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;30 - 39;M;2;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;40 - 49;F;4;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;40 - 49;M;2;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;50 - 59;F;5;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;50 - 59;M;8;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;60 - 69;F;8;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;60 - 69;M;8;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;70 - 79;F;12;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;70 - 79;M;13;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;80 - 89;F;7;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;80 - 89;M;8;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;90 - 99;F;4;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;90 - 99;M;2;4108508
2020;Sudeste;ES;OUTROS_SERVICOS_SAUDE;> 100;F;2;4108508
2020;Sudeste;ES;VIA_PUBLICA;40 - 49;M;1;4108508
2020;Sudeste;ES;VIA_PUBLICA;50 - 59;M;1;4108508
2020;Sudeste;ES;VIA_PUBLICA;70 - 79;M;2;4108508
2020;Sudeste;ES;VIA_PUBLICA;80 - 89;M;1;4108508
2020;Sudeste;MG;DOMICILIO;10 - 19;F;1;21411923
2020;Sudeste;MG;DOMICILIO;10 - 19;M;1;21411923
2020;Sudeste;MG;DOMICILIO;20 - 29;M;3;21411923
2020;Sudeste;MG;DOMICILIO;30 - 39;F;6;21411923
2020;Sudeste;MG;DOMICILIO;30 - 39;M;2;21411923
2020;Sudeste;MG;DOMICILIO;40 - 49;F;7;21411923
2020;Sudeste;MG;DOMICILIO;40 - 49;M;11;21411923
2020;Sudeste;MG;DOMICILIO;50 - 59;F;12;21411923
2020;Sudeste;MG;DOMICILIO;50 - 59;M;9;21411923
2020;Sudeste;MG;DOMICILIO;60 - 69;F;14;21411923
2020;Sudeste;MG;DOMICILIO;60 - 69;M;29;21411923
2020;Sudeste;MG;DOMICILIO;70 - 79;F;29;21411923
2020;Sudeste;MG;DOMICILIO;70 - 79;M;39;21411923
2020;Sudeste;MG;DOMICILIO;80 - 89;F;48;21411923
2020;Sudeste;MG;DOMICILIO;80 - 89;M;52;21411923
2020;Sudeste;MG;DOMICILIO;90 - 99;F;43;21411923
2020;Sudeste;MG;DOMICILIO;90 - 99;M;30;21411923
2020;Sudeste;MG;DOMICILIO;> 100;F;12;21411923
2020;Sudeste;MG;DOMICILIO;> 100;M;3;21411923
2020;Sudeste;MG;DOMICILIO;N/I;M;1;21411923
2020;Sudeste;MG;HOSPITAL;10 - 19;F;4;21411923
2020;Sudeste;MG;HOSPITAL;10 - 19;M;13;21411923
2020;Sudeste;MG;HOSPITAL;20 - 29;F;26;21411923
2020;Sudeste;MG;HOSPITAL;20 - 29;M;45;21411923
2020;Sudeste;MG;HOSPITAL;30 - 39;F;105;21411923
2020;Sudeste;MG;HOSPITAL;30 - 39;M;151;21411923
2020;Sudeste;MG;HOSPITAL;40 - 49;F;224;21411923
2020;Sudeste;MG;HOSPITAL;40 - 49;M;345;21411923
2020;Sudeste;MG;HOSPITAL;50 - 59;F;514;21411923
2020;Sudeste;MG;HOSPITAL;50 - 59;M;759;21411923
2020;Sudeste;MG;HOSPITAL;60 - 69;F;964;21411923
2020;Sudeste;MG;HOSPITAL;60 - 69;M;1528;21411923
2020;Sudeste;MG;HOSPITAL;70 - 79;F;1435;21411923
2020;Sudeste;MG;HOSPITAL;70 - 79;M;2011;21411923
2020;Sudeste;MG;HOSPITAL;80 - 89;F;1608;21411923
2020;Sudeste;MG;HOSPITAL;80 - 89;M;1813;21411923
2020;Sudeste;MG;HOSPITAL;90 - 99;F;807;21411923
2020;Sudeste;MG;HOSPITAL;90 - 99;M;672;21411923
2020;Sudeste;MG;HOSPITAL;< 9;F;11;21411923
